,animeID,title_english,episodes,premiered,score,scored_by,rank,popularity,members,favorites,synopsis,genre_Action,genre_Adventure,genre_Comedy,genre_Dementia,genre_Drama,genre_Ecchi,genre_Fantasy,genre_Game,genre_Harem,genre_Historical,genre_Horror,genre_Kids,genre_Magic,genre_Military,genre_Music,genre_Mystery,genre_Psychological,genre_Romance,genre_Sci-Fi,genre_Slice of Life,genre_Sports,"studio_""Brains Base""",studio_A-1 Pictures,studio_AIC,studio_Arms,studio_Bones,studio_Diomedea,studio_Doga Kobo,studio_Gainax,studio_Gonzo,studio_J.C.Staff,studio_Kyoto Animation,studio_MAPPA,studio_Madhouse,studio_Manglobe,studio_Nippon Animation,studio_OLM,studio_P.A. Works,studio_Production I.G,studio_Production Reed,studio_Satelight,studio_Shaft,studio_Shin-Ei Animation,studio_Silver Link.,studio_Studio Deen,studio_Studio Gallop,studio_Studio Gokumi,studio_Studio Pierrot,studio_Sunrise,studio_TMS Entertainment,studio_TNK,studio_Tatsunoko Production,studio_Toei Animation,studio_Xebec,studio_Zexcs,studio_feel.,studio_ufotable,source_Game,source_Light novel,source_Manga,source_Novel,source_Original,source_Unknown,source_Visual novel,producer_Aniplex,producer_Bandai Visual,producer_DAX Production,producer_Dentsu,producer_Frontier Works,producer_Fuji TV,producer_Genco,producer_Geneon Universal Entertainment,producer_Kadokawa Shoten,producer_Lantis,producer_Media Factory,producer_Movic,producer_NHK,producer_Nihon Ad Systems,producer_Pony Canyon,producer_Production I.G,producer_Shochiku,producer_Shogakukan Productions,producer_Sotsu,producer_Starchild Records,producer_TBS,producer_TV Asahi,producer_TV Tokyo,producer_VAP,producer_Victor Entertainment,rating_G - All Ages,rating_PG - Children,rating_PG-13 - Teens 13 or older,rating_R - 17+ (violence & profanity),rating_R+ - Mild Nudity,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
21670,3907,Galaxy Warring State Chronicle Rai,52.0,Spring 1994,8.06,2956,486,4316,8209,56,"Rai is a space opera that fuses feudal Chinese and Japanese customs with vast galaxy spanning empires and space-going societies. The story follows the life and times of the samurai Rai, and the quest of several spacefaring factions for control of territory and, of course, the Empire.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
21682,3913,Ogre Slayer,4.0,0,6.32,580,6556,7647,1749,3,"There was once an ogre (oni) mother who gave birth to a human looking child. Instead of an ogre's horn, this child was born with a sword in hand called the ""Onikirimaru"" or Ogre Slayer. He has no name and is only referred to by the name of his sword. Though he appears human, he is pure ogre. Believing that he will become human once all of his kind have vanished from the world of humans, he sets out on his destiny to slay all of his kind. Even now, in the mother world of Japan, he is still out there slaying ogres. (Source: ANN)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21702,3927,Mobile Suit Gundam 00: Second Season,25.0,Fall 2008,8.17,68169,360,921,107590,1295,"Mobile Suit Gundam 00 Second Season begins four years after the United Nations Forces were finally able to claim victory against Celestial Being. In order to prevent such an event from recurring, an independent military organization called the Autonomous Peace-Keeping Force, or A-Laws, has been formed in order to keep the ESF Army and other powerful organizations in check. Charged with the duties of eliminating terrorists and resistance groups as well as unifying the nations of the world for the benefit of all mankind, A-Laws seem to be the best solution to the people of the world. Unknown to the public, the A-Laws quickly began to abuse their power. Peoples all over the world and in space soon find themselves stripped of freedoms and forced to live under the A-Laws enforced doctrines all in the name of “unity” and “peace”. Aware of A-Laws misuse of power, Celestial Being reemerges with the intent of stopping the A-Laws and correcting their past mistakes. What is unknown to these two groups is that a third organization, the Innovators, lurks in the shadows, manipulating events to reshape humanity into their own image.",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21722,3935,Hiwou War Chronicles,26.0,Fall 2000,6.64,233,5166,8842,991,1,"8 years ago, Western Civilization visited 19th century Japan. Mechanized dolls and new steam-powered creations began spreading throughout the country. The Wind Gang is a group of doll and steam users who believe in using their creations to violently bring about a new Industrial Era. They attack and destroy the peaceful village of a young doll user named Hiwou one day. Hiwou and his friends escape with a giant doll named Homura. Hiwou now wants to find his father, so that he can help defeat the Wind Gang, and bring peace back to Japan. (Source: ANN)",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21730,3937,Takoyaki Capeman,77.0,Spring 1998,6.5,53,5812,11605,248,0,"In order to protect the earth from the aliens, the god of Takoyaki created the five warriors of justice, Takoyaki Mantle Man. They risk their lives for justice. Takoyaki Mantle Man has round face, and wear a white cape and octopus belt as their symbol. Red is a leader whose special attack is Pickled Ginger Clash. Green is an energetic and hasty boy whose special attack is Green Onion Nunchaku. Pink is a precocious girl whose special attack is Okaka Flash. Blue is a sweet crybaby whose special attack is Seaweed Buster. Yellow is a cheerful boy whose special attack is Tenkasu Beam. Takoyaki Mantle Man is cute and strong heroic characters, friendly to children. Their enemies are too silly to hate. It is a very lively and amusing story. (Source: ANN)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21753,3958,Kannagi: Crazy Shrine Maidens,13.0,Fall 2008,7.38,53644,2153,841,114912,325,"Based on a shounen manga by Takenashi Eri, serialised in Comic REX. Our unlucky protagonist, Jin, uses the trunk of a sacred tree to carve a statue for a school project. When he takes it outside, to his surprise it begins absorbing the surrounding earth and transforms into, hold your breath on this one, a girl! So like all similar setups this guardian deity is pretty pissed that her tree was cut down and lives with Jin while she takes out her anger on squashing bugs....er, cleaning the ""Impurities.""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21822,3963,∀ Gundam I: Earth Light,1.0,0,6.64,924,5195,6290,3187,1,A movie retelling of the first half of the Turn A Gundam series.,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21834,3964,∀ Gundam II: Moonlight Butterfly,1.0,0,6.77,871,4584,6379,3092,2,The movie retelling of the final half of the Turn A Gundam series.,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21857,3972,Yu-Gi-Oh! 5D's,154.0,Spring 2008,7.5,36199,1684,1300,70721,1003,"Yu☆Gi☆Oh! 5D's, set in the not too distant future, is the sequel to Yu☆Gi☆Oh!: Duel Monsters GX. Following on from its predecessors, the show is centered on the Duel Monsters Card Game. Neo Domino City, a newer, evolved city is the largest in the world, watched over by its Director, Rex Godwin. Satellite, the renamed old Domino City, is now the city's main waste disposal area and the inhabitants who live there, Satellites, live in poor conditions and are forbidden from Duelling. Fudou Yuusei, the shows main protagonist, has built a D-Wheel (used for the new form of duelling, Riding Duels) in the hope that he can escape to Neo Domino City. Spurred on by revenge towards Jack Atlus, the King of Riding Duels, he manages to escape and duel Jack for his precious card, Stardust Dragon. However when it is summoned along with Jack's ace monster, Red Demons Dragon, a wondrous Crimson Dragon appears, along with a mysterious Birthmark on Yuusei's arm. From here on, Yuusei and his friends are thrown into a world of Darkness, from which they must duel their way out and attempt to save the world from the destructive forces that soon appear.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21861,3974,Birdy the Mighty: Decode,13.0,Summer 2008,7.51,26674,1649,1384,66175,335,"While pursuing an alien fugitive, Birdy Cephon Altera—a bombastic police officer from the Space Federation—finds herself on Earth. Her target, Geega, has disguised himself as a human and assimilated into the fashion industry, so Birdy follows suit and joins a modeling agency, taking on the identity ""Shion Arita."" Her position as a rising model has her posing for photo shoots by day and chasing intergalactic criminals by night. Meanwhile, Tsutomu Senkawa, an average high school student, explores an abandoned building with his friend, and coincidentally, Birdy has tracked down Geega to the same building. Senkawa briefly witnesses the battle before being seized as a hostage by Geega. However, Birdy, oblivious, attacks Geega and accidentally kills Senkawa. Distraught, she quickly decides to save him by integrating his consciousness into her body. Now, Birdy and Senkawa must not only cohabitate the same body, but also balance Senkawa's high school life, Shion Arita's modeling career, and Birdy's increasingly dangerous job as a Federation officer. [Written by MAL Rewrite]",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21877,3990,The Spider and the Tulip,1.0,0,5.77,753,8315,8192,1357,0,"A spider attempts to lure a ladybug into his web. When she manages to escape and hide in a tulip, a storm comes that batters the spider, while the ladybug remains safe.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21878,3991,Tweeny Witches: Alice Adventures,6.0,0,6.85,1112,4213,5797,3931,2,"""Tweeny Witches"" The Adventure created by Studio 4C in collaboration with ""Garo"" creator Keita Amemiya. Includes the Alice chapters ""Sakana ni Natta Maho Shojotai"" and ""Fuin Sareta Kokoro,"" Sheila chapters ""Yosei Hakusho"" and ""Kori no Majo to Hien no Taki,"" and Eva chapters ""Dragon House no Himitsu"" and ""Shippu Doto no Maho Shojotai"" on three DVDs. (Source: AniDB)",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21887,4013,Paul in Fantasy Island,50.0,Fall 1976,6.62,193,5266,9929,565,1,"Paul is a young boy whose friend Nina is kidnapped by Belt Satan, the demonic ruler of another world. He daringly goes on a mission to rescue his friend. Pakkun, a plush doll with magic powers, aids him as they plunge into Belt Satan's dimension of living toys. Paul's journey is beset by many difficulties, but he also encounters a variety of delightful wonders. (Source: ANN)",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21893,4015,School Rumble 3rd Semester,2.0,0,7.37,28211,2209,1705,48696,92,A short 2 episodes attempt to conclude the series. Karasuma goes to America after then end of the third term. Will Harima finally confess? What will happen with Tenma and Karasuma?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21897,4021,Antique Bakery,12.0,Summer 2008,7.13,11498,3168,2467,26667,97,"A high school crush, a world-class pastry chef, a former middle-weight boxing champion... and a whole lot of cake! Ono has come a long way since the agonizing day in high school when he confessed his love to handsome Tachibana. Now, some 14 years later Ono, a world-class pastry chef and gay playboy has it all. No man can resist Ono's charms (or his cooking skills!) but he has just found a new position under a man named Tachibana. Can this be the only man who resisted his charms, and if so, will the man who once snubbed the ""magically gay"" Ono get his just deserts? And how in the heck did a former middleweight boxing champion wind up as Ono's cake boy? (Source: DMP)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21925,4026,Pokemon: Giratina and the Sky Warrior,1.0,0,7.06,28354,3443,1770,46118,28,"On the other side of the world, there exists another mysterious, mirror-like dimension known as the Reverse World. In this unique space lives the legendary Pokemon Giratina, a god-like Pokemon who soon finds itself in a great struggle with the legendary Pokemon Dialga! Why are these two Pokemon fighting? And what is the secret of this Reverse World? Meanwhile, Satoshi and his friends are traveling when they are greeted by yet another legendary Pokemon, Shami. This cute and somewhat cheeky Pokemon holds the secret to the battle between the two god Pokemon, but something unexpected happens to it during its journey. In order to save both worlds, Satoshi joins forces with it to stop the fighting once and for all!",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21941,4033,THE IDOLM@STER Live For You!,1.0,0,6.27,3078,6786,4406,7789,8,"On the day before the 765 Productions Fan Appreciation Event, each of the idols prepare to head home. However, Chihaya Kisaragi, uneasy about tomorrow's events, decides to have a last minute personal rehearsal. One thing leads to another as Chihaya, Miki and Haruka are dragged from one exciting situation to the next. What is the truck driver's true destination? What is the secret behind the old house? Will the girls make it in time for the event? Watch as Miki, Haruka, Chihaya and the other idols join together for their biggest adventure yet! (Source: e-n-m.net)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21953,4038,Psychic Squad,51.0,Spring 2008,7.41,8324,2040,2178,33198,98,"They're cute, adorable and three of the most powerful Espers the world has ever seen: Kaoru, the brash psychokinetic who can move objects with her mind; Shiho, the sarcastic and dark natured psychometric able to pick thoughts from people's minds and read the pasts of inanimate objects like a book; and Aoi, the most collected and rational of the three, who has the ability to teleport herself and the others at will. So what to do with these potential psychic monsters in the making? Enter B.A.B.E.L., the Base of Backing ESP Laboratory, where hopefully ""The Children"" and others like them can become part of the answer to an increasing wave of psychic evolution. It's a win-win solution... Unless you're Koichi Minamoto, the overworked young man stuck with the unenviable task of field commanding a team of three pre-teen girls! (Source: Sentai Filmworks)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
21969,4039,Golgo 13,50.0,Spring 2008,7.58,6693,1428,2483,26399,168,"Golgo 13 is not his real name. Then again, neither is Duke Togo, Tadashi Togo, or any number of the aliases he goes by. A man of mystery, not even the world’s most prominent intelligence agencies can determine who Golgo really is, or just where he came from. But all agree that his skills are nothing short of legendary. Armed with a custom M16, Golgo is willing to take any job for any agency, from the FBI to the KGB. He has completed every contract he has ever taken and will work for anyone who can meet his price. He is both the greatest weapon and the greatest threat to any nation; no one is safe once they are in Golgo’s sights.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
21995,4050,Mushiking: The Guardians of the Forest,52.0,Spring 2005,6.79,670,4469,7524,1857,7,"The story begins with a spaceship struggling to return to its home world, which crash lands onto a dying planet, triggering an explosion of pure energy, generated by the powerful and mysterious life forms that are piloting the craft. This outburst of energy infuses the dying planet with a life-generating force. Popo, the main character of the story, lives happily with his mother on this planet in a remote part of the forest that is populated with praying mantises, ladybugs, beetles and many other insects. Popos greatest desire is to grow up and become stronger, so that he can search for his father who left the family several years before and has not been heard from since. His father was known as the Guardian of the Forest, as he was passionately dedicated to his research on the planet and on the forest in which his family lives. One day, while walking through the forest, Popo witnesses an ominous event. A strange flowing mist appears, completely covering the forest. A mysterious and sinister character, Passer, also appears, condemning Popos father as an enemy of the forest people and the source of all their trouble. Popo races home only to find to his shock and amazement that his mother has been transformed into a half-plant, half human creature. Confused and dismayed over what he has seen, Popo decides that only his father will be able to restore his mother to her human self and rescue the forest from harm. He decides to leave his home in search for his father. However, the evil Adder and his henchmen plot to prevent Popo from achieving his goal with the help of giant beetles who attack the young boy at every turn. Fortunately, Popo has an ally, Mushiking: The King of Beetles! With his overwhelming strength and overpowering fighting style, Mushiking always comes through at the nick of time to save the young boy from defeat and to set him back on his quest. Is Popo able to find his father and to save his mother and the forest? Discovering his destiny as the next Guardian of the Forest, and protected and guided on his journey by Mushiking, Popo's epic quest to reunite with his father now begins! (Source: Official Site)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
21997,4051,Web Ghosts PiPoPa,51.0,Spring 2008,6.98,327,3743,8334,1273,5,About a young boy named Akigawa Yuta who gets sucked into a virtual world through his cell phone. He meets three strange creatures that travel with him on Yuta's adventure in this strange new world.,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22017,4059,"Clannad: Another World, Tomoyo Chapter",1.0,0,8.08,139426,468,425,205324,749,"In an alternate universe to the original Clannad anime, Okazaki Tomoya is dating Sakagami Tomoyo in the 24th and final episode of Clannad. When Tomoyo is elected Student Council President, her dream to save the school's cherry blossom trees from being cut down begins to come to fruition. However, her never-ending duties and bad rumors about their relationship spread by fellow students due to Tomoya's reputation as a delinquent create a rift between the two. As Tomoya watches Tomoyo rise higher and higher into the distance, their relationship is stretched to the limit by a society that threatens to break them apart.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22033,4063,Sekirei,12.0,Summer 2008,7.3,136587,2490,314,257317,1580,"Struggling yet brilliant teenager Minato Sahashi has failed his college entrance exams for the second time, resulting in him being regarded as worthless by those around him. However, the course of his seemingly bleak future is altered dramatically when a beautiful, supernatural woman falls from the sky and into his life. That woman, Musubi, is a unique being known as a ""Sekirei,"" a humanoid extraterrestrial with extraordinary abilities. These aliens are known for kissing humans carrying the Ashikabi gene in order to awaken additional latent powers deep within. Recognizing the potential within the seemingly insignificant youth, Musubi kisses the bewildered Minato, initiating a bond between the two of them. This drags him into the high-stakes world of the Sekirei, where he and his new partner must compete against others in a battle for survival called the ""Sekirei Plan."" However, unbeknownst to the contestants, there is far more at risk that what the competition initially entailed. [Written by MAL Rewrite]",1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22043,4066,Tytania,26.0,Fall 2008,6.87,5722,4150,3267,15705,32,"One Man vs. an Empire! Through fear and conquest, the Empire of Valdana holds the future of most of human space within its iron hands, and for generations, those hands have belonged to the Landless Lords of the ruling Tytania dynasty. But now the foundation of the empire is crumbling, pockets of rebellion are forming and when a mission sent to punish the city-state of Euriya is shockingly defeated, the man responsible becomes the target of a galaxy-wide manhunt! For Fan Hyurlick, architect of Tytania's first defeat, glory becomes desperation as his own side betrays him. Now Fan must not only save his own life, but somehow turn the tables on opponents who have whole worlds to command! (Source: Sentai Filmworks)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22099,4074,The Call of the Wild,1.0,0,6.66,295,5039,9025,905,1,"Based on the novel by Jack London. Buck, a half German Shepherd half Saint Bernard who's life is pretty peaceful and happy living with the Millers’ in California. However, one day he is tricked and sold off. He ends up in the snowy North where he has become a sled dog during the Gold Rush. His story takes many twists and turns and he has to fight for his own survival. (Source: ANN)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22103,4075,Super Robot Wars Original Generation: Divine Wars Special,1.0,0,6.86,801,4183,7347,2007,4,This is considered episode 26 of the series which was only included on the final DVD. It primarily focuses on the aftermath of the final TV episode (25).,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22121,4081,Natsume's Book of Friends,13.0,Summer 2008,8.38,115316,186,245,309633,10929,"While most fifteen-year-old boys, in one way or another, harbor secrets that are related to girls, Takashi Natsume has a peculiar and terrifying secret involving youkai: for as long as he can remember, he has been constantly chased by these spirits. Natsume soon discovers that his deceased grandmother Reiko had passed on to him the Yuujinchou, or ""Book of Friends,"" which contains the names of the spirits whom she brought under her control. Now in Natsume's possession, the book gives Reiko's grandson this power as well, which is why these enraged beings now haunt him in hopes of somehow attaining their freedom. Without parents and a loving home, and constantly being hunted by hostile, merciless youkai, Natsume is looking for solace—a place where he belongs. However, his only companion is a self-proclaimed bodyguard named Madara. Fondly referred to as Nyanko-sensei, Madara is a mysterious, pint-sized feline spirit who has his own reasons for sticking with the boy. Based on the critically acclaimed manga by Yuki Midorikawa, Natsume Yuujinchou is an unconventional and supernatural slice-of-life series that follows Natsume as he, with his infamous protector Madara, endeavors to free the spirits bound by his grandmother's contract. [Written by MAL Rewrite]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
